CodigoLocalidad,CodigoRecinto,CodigoMesa,opcion,conteo
2059,25027,4005411,LIBRE,69
2059,25027,4005421,PDC,132
2059,25027,4005421,LIBRE,70
2059,25027,4005431,PDC,126
2059,25027,4005431,LIBRE,79
2059,25027,4005441,PDC,139
2059,25027,4005441,LIBRE,67
2059,25027,4005451,PDC,118
2059,25027,4005451,LIBRE,91
2059,25027,4005461,PDC,127
2059,25027,4005461,LIBRE,82
2059,25027,4005471,PDC,61
2059,25027,4005471,LIBRE,30
2059,138,4005761,PDC,99
2059,138,4005761,LIBRE,109
2059,138,4005771,PDC,79
2059,138,4005771,LIBRE,124
2059,138,4005781,PDC,99
2059,138,4005781,LIBRE,114
2059,138,4005791,PDC,94
2059,138,4005791,LIBRE,112
2059,138,4005801,PDC,102
2059,138,4005801,LIBRE,119
2059,138,4005811,PDC,121
2059,138,4005811,LIBRE,96
2059,138,4005821,PDC,115
2059,138,4005821,LIBRE,104
2059,138,4005831,PDC,89
2059,138,4005831,LIBRE,124
2059,138,4005841,PDC,99
2059,138,4005841,LIBRE,116
2059,138,4005851,PDC,90
2059,138,4005851,LIBRE,123
2059,138,4005861,PDC,108
2059,138,4005861,LIBRE,115
2059,138,4005871,PDC,92
2059,138,4005871,LIBRE,126
2059,138,4005881,PDC,87
2059,138,4005881,LIBRE,117
2059,138,4005891,PDC,105
2059,138,4005891,LIBRE,100
2059,138,4005901,PDC,93
2059,138,4005901,LIBRE,118
2059,138,4005911,PDC,94
2059,138,4005911,LIBRE,116
2059,138,4005921,PDC,85
2059,138,4005921,LIBRE,133
2059,138,4005931,PDC,91
2059,138,4005931,LIBRE,119
2059,138,4005941,PDC,103
2059,138,4005941,LIBRE,113
2059,138,4005951,PDC,66
2059,138,4005951,LIBRE,141
2059,138,4005961,PDC,82
2059,138,4005961,LIBRE,133
2059,138,4005971,PDC,106
2059,138,4005971,LIBRE,111
2059,138,4005981,PDC,94
2059,138,4005981,LIBRE,119
2059,138,4005991,PDC,95
2059,138,4005991,LIBRE,118
2059,138,4006001,PDC,6
2059,138,4006001,LIBRE,15
2059,25029,4006011,PDC,106
2059,25029,4006011,LIBRE,102
2059,25029,4006021,PDC,104
2059,25029,4006021,LIBRE,109
2059,25029,4006041,PDC,91
2059,25029,4006041,LIBRE,105
2059,25029,4006051,PDC,116
2059,25029,4006051,LIBRE,98
2059,25029,4006061,PDC,77
2059,25029,4006061,LIBRE,126
2059,25029,4006071,PDC,24
2059,25029,4006071,LIBRE,62
2059,25036,4006081,PDC,72
2059,25036,4006081,LIBRE,145
2059,25036,4006091,PDC,88
2059,25036,4006091,LIBRE,113
2059,25036,4006101,PDC,83
2059,25036,4006101,LIBRE,126
2059,25036,4006111,PDC,75
2059,25036,4006111,LIBRE,137
2059,25036,4006121,PDC,64
2059,25036,4006121,LIBRE,144
2059,25036,4006131,PDC,95
2059,25036,4006131,LIBRE,119
2059,25036,4006141,PDC,88
2059,25036,4006141,LIBRE,129
2059,25036,4006151,PDC,72
2059,25036,4006151,LIBRE,127
2059,25036,4006161,PDC,77
2059,25036,4006161,LIBRE,142
2059,82,4006251,PDC,100
2059,82,4006251,LIBRE,99
2059,25050,4006411,PDC,107
2059,25050,4006411,LIBRE,101
2059,25050,4006421,PDC,108
2059,25050,4006421,LIBRE,102
2059,25050,4006431,PDC,108
2059,25050,4006431,LIBRE,113
2059,25050,4006441,PDC,98
2059,25050,4006441,LIBRE,111
2059,25050,4006451,PDC,93
2059,25050,4006451,LIBRE,110
2059,25050,4006461,PDC,85
2059,25050,4006461,LIBRE,130
2059,25050,4006471,PDC,104
2059,25050,4006471,LIBRE,92
2059,88,4006481,PDC,35
2059,88,4006481,LIBRE,175
2059,88,4006491,PDC,43
2059,88,4006491,LIBRE,155
2059,88,4006501,PDC,52
2059,88,4006501,LIBRE,146
2059,88,4006511,PDC,54
2059,88,4006511,LIBRE,151
2059,88,4006521,PDC,45
2059,88,4006521,LIBRE,163
2059,88,4006531,PDC,56
2059,88,4006531,LIBRE,146
2059,88,4006541,PDC,80
2059,88,4006541,LIBRE,116
2059,88,4006561,PDC,56
2059,88,4006561,LIBRE,161
2059,88,4006571,PDC,48
2059,88,4006571,LIBRE,159
2059,88,4006581,PDC,78
2059,88,4006581,LIBRE,134
2059,88,4006591,PDC,35
2059,88,4006591,LIBRE,166
2059,88,4006601,PDC,37
2059,88,4006601,LIBRE,165
2059,88,4006611,PDC,44
2059,88,4006611,LIBRE,161
2059,88,4006621,PDC,28
2059,88,4006621,LIBRE,106
2059,91,4006771,PDC,101
2059,91,4006771,LIBRE,120
2059,91,4006781,PDC,78
2059,91,4006781,LIBRE,126
2059,91,4006801,PDC,87
2059,91,4006801,LIBRE,117
2059,91,4006811,PDC,68
2059,91,4006811,LIBRE,133
2059,91,4006821,PDC,87
2059,91,4006821,LIBRE,119
2059,91,4006831,PDC,68
2059,91,4006831,LIBRE,140
2059,32135,4006871,PDC,135
2059,32135,4006871,LIBRE,85
2059,32135,4006881,PDC,135
2059,32135,4006881,LIBRE,68
2059,32135,4006891,PDC,144
2059,32135,4006891,LIBRE,72
2059,32135,4006901,PDC,135
2059,32135,4006901,LIBRE,76
2059,32135,4006911,PDC,140
2059,32135,4006911,LIBRE,74
2059,32135,4006921,PDC,123
2059,32135,4006921,LIBRE,87
2059,32135,4006931,PDC,51
2059,32135,4006931,LIBRE,38
2059,147,4007031,PDC,155
2059,147,4007031,LIBRE,44
2059,147,4007041,PDC,155
2059,147,4007041,LIBRE,58
2059,147,4007051,PDC,156
2059,147,4007051,LIBRE,44
2059,147,4007061,PDC,163
2059,147,4007061,LIBRE,47
2059,147,4007071,PDC,170
2059,147,4007071,LIBRE,32
2059,147,4007081,PDC,160
2059,147,4007081,LIBRE,45
2059,147,4007091,PDC,157
2059,147,4007091,LIBRE,34
2059,147,4007101,PDC,148
2059,147,4007101,LIBRE,60
2059,147,4007111,PDC,165
2059,147,4007111,LIBRE,50
2059,147,4007121,PDC,138
2059,147,4007121,LIBRE,53
2059,147,4007131,PDC,87
2059,147,4007131,LIBRE,25
2059,106,4007391,PDC,68
2059,106,4007391,LIBRE,129
2059,106,4007401,PDC,74
2059,106,4007401,LIBRE,140
2059,129,4007611,PDC,98
2059,129,4007611,LIBRE,104
2059,129,4007621,PDC,97
2059,129,4007621,LIBRE,107
2059,129,4007631,PDC,106
2059,129,4007631,LIBRE,99
2059,129,4007641,PDC,91
2059,129,4007641,LIBRE,119
2059,129,4007651,PDC,84
2059,129,4007651,LIBRE,101
2059,136,4008621,PDC,75
2059,136,4008621,LIBRE,141
2059,136,4008631,PDC,71
2059,136,4008631,LIBRE,142
2059,136,4008641,PDC,90
2059,136,4008641,LIBRE,129
2059,136,4008651,PDC,54
2059,136,4008651,LIBRE,90
2059,32311,4008751,PDC,196
2059,32311,4008751,LIBRE,20
2059,32311,4008761,PDC,177
2059,32311,4008761,LIBRE,25
2059,32311,4008771,PDC,35
2059,32311,4008771,LIBRE,4
2059,144,4009411,PDC,147
2059,144,4009411,LIBRE,51
2059,144,4009421,PDC,150
2059,144,4009421,LIBRE,54
2059,144,4009431,PDC,155
2059,144,4009431,LIBRE,51
2059,144,4009441,PDC,130
2059,144,4009441,LIBRE,73
2059,144,4009451,PDC,148
2059,144,4009451,LIBRE,58
2059,144,4009461,PDC,68
2059,144,4009461,LIBRE,22
2059,26490,4009471,PDC,94
2059,26490,4009471,LIBRE,86
2059,26490,4009481,PDC,103
2059,26490,4009481,LIBRE,80
2059,26490,4009491,PDC,41
2059,26490,4009491,LIBRE,20
2059,122,4009861,PDC,111
2059,122,4009861,LIBRE,98
2059,122,4009871,PDC,125
2059,122,4009871,LIBRE,75
2059,122,4009881,PDC,112
2059,122,4009881,LIBRE,89
2059,122,4009891,PDC,104
2059,122,4009891,LIBRE,107
2059,123,4009951,PDC,106
2059,123,4009951,LIBRE,93
2059,123,4009961,PDC,112
2059,123,4009961,LIBRE,88
2059,123,4009971,PDC,116
2059,123,4009971,LIBRE,90
2059,123,4009981,PDC,93
2059,123,4009981,LIBRE,114
2059,123,4009991,PDC,75
2059,123,4009991,LIBRE,71
2059,124,4010001,PDC,104
2059,124,4010001,LIBRE,103
2059,124,4010021,PDC,94
2059,124,4010021,LIBRE,114
2059,124,4010031,PDC,104
2059,124,4010031,LIBRE,95
2059,124,4010041,PDC,97
2059,124,4010041,LIBRE,103
2059,124,4010051,PDC,104
2059,124,4010051,LIBRE,104
2059,126,4010071,PDC,130
2059,126,4010071,LIBRE,79
2059,126,4010081,PDC,109
2059,126,4010081,LIBRE,93
2059,126,4010091,PDC,127
2059,126,4010091,LIBRE,67
2059,126,4010101,PDC,118
2059,126,4010101,LIBRE,75
2059,126,4010111,PDC,120
2059,126,4010111,LIBRE,65
2059,126,4010121,PDC,122
2059,126,4010121,LIBRE,78
2059,126,4010131,PDC,130
2059,126,4010131,LIBRE,79
2059,126,4010141,PDC,137
2059,126,4010141,LIBRE,65
2059,126,4010151,PDC,82
2059,126,4010151,LIBRE,42
2059,25030,4010181,PDC,114
2059,25030,4010181,LIBRE,87
2059,25030,4010191,PDC,108
2059,25030,4010191,LIBRE,82
2059,121,4010511,PDC,99
2059,121,4010511,LIBRE,113
2059,121,4010521,PDC,103
2059,121,4010521,LIBRE,92
2059,121,4010531,PDC,103
2059,121,4010531,LIBRE,97
2059,121,4010541,PDC,115
2059,121,4010541,LIBRE,85
2059,121,4010551,PDC,111
2059,121,4010551,LIBRE,94
2059,121,4010561,PDC,86
2059,121,4010561,LIBRE,49
2680,1,6000721,PDC,37
2680,1,6000721,LIBRE,161
2680,1,6000731,PDC,41
2680,1,6000731,LIBRE,155
2680,1,6000741,PDC,62
2680,1,6000741,LIBRE,134
2680,1,6000751,PDC,54
2680,1,6000751,LIBRE,154
2680,1,6000761,PDC,49
2680,1,6000761,LIBRE,144
2680,1,6000771,PDC,49
2680,1,6000771,LIBRE,138
2680,1,6000781,PDC,45
2680,1,6000781,LIBRE,156
2680,1,6000791,PDC,49
2680,1,6000791,LIBRE,150
2680,1,6000801,PDC,42
2680,1,6000801,LIBRE,122
2680,56,6000811,PDC,61
2680,56,6000811,LIBRE,145
2680,56,6000821,PDC,56
2680,56,6000821,LIBRE,147
2680,56,6000831,PDC,62
2680,56,6000831,LIBRE,129
2680,56,6000841,PDC,56
2680,56,6000841,LIBRE,146
2680,5,6000851,PDC,43
2680,5,6000851,LIBRE,161
2680,5,6000861,PDC,51
2680,5,6000861,LIBRE,156
2680,5,6000871,PDC,43
2680,5,6000871,LIBRE,156
2680,5,6000881,PDC,48
2680,5,6000881,LIBRE,152
2680,5,6000891,PDC,41
2680,5,6000891,LIBRE,162
2680,5,6000901,PDC,39
2680,5,6000901,LIBRE,155
2680,5,6000911,PDC,59
2680,5,6000911,LIBRE,142
2680,5,6000921,PDC,52
2680,5,6000921,LIBRE,146
2680,5,6000931,PDC,56
2680,5,6000931,LIBRE,144
2680,5,6000941,PDC,46
2680,5,6000941,LIBRE,154
2680,5,6000951,PDC,48
2680,5,6000951,LIBRE,159
2680,5,6000961,PDC,28
2680,5,6000961,LIBRE,167
2680,5,6000971,PDC,44
2680,5,6000971,LIBRE,157
2680,31055,6000991,PDC,56
2680,31055,6000991,LIBRE,149
2680,31055,6001001,PDC,54
2680,31055,6001001,LIBRE,144
2680,31055,6001011,PDC,60
2680,31055,6001011,LIBRE,153
2680,31055,6001021,PDC,71
2680,31055,6001021,LIBRE,119
2680,31055,6001031,PDC,68
2680,31055,6001031,LIBRE,138
2680,31055,6001041,PDC,58
2680,31055,6001041,LIBRE,121
2680,31055,6001061,PDC,70
2680,31055,6001061,LIBRE,132
2680,31055,6001071,PDC,68
2680,31055,6001071,LIBRE,136
2680,31055,6001081,PDC,56
2680,31055,6001081,LIBRE,149
2680,31055,6001091,PDC,64
2680,31055,6001091,LIBRE,144
2680,31055,6001101,PDC,15
2680,31055,6001101,LIBRE,32
2680,2,6001111,PDC,49
2680,2,6001111,LIBRE,159
2680,2,6001121,PDC,40
2680,2,6001121,LIBRE,163
2680,2,6001131,PDC,54
2680,2,6001131,LIBRE,158
2680,2,6001151,PDC,44
2680,2,6001151,LIBRE,169
2680,2,6001171,PDC,48
2680,2,6001171,LIBRE,155
2680,2,6001181,PDC,32
2680,2,6001181,LIBRE,175
2680,2,6001191,PDC,33
2680,2,6001191,LIBRE,121
2680,4,6001261,PDC,48
2680,4,6001261,LIBRE,154
2680,4,6001271,PDC,41
2680,4,6001271,LIBRE,167
2680,4,6001281,PDC,62
2680,4,6001281,LIBRE,142
2680,4,6001291,PDC,46
2680,4,6001291,LIBRE,166
2680,4,6001301,PDC,50
2680,4,6001301,LIBRE,161
2680,4,6001321,PDC,44
2680,4,6001321,LIBRE,166
2680,4,6001331,PDC,50
2680,4,6001331,LIBRE,167
2680,4,6001341,PDC,55
2680,4,6001341,LIBRE,152
2680,4,6001351,PDC,38
2680,4,6001351,LIBRE,124
2680,8,6001361,PDC,44
2680,8,6001361,LIBRE,153
2680,8,6001371,PDC,37
2680,8,6001371,LIBRE,157
2680,8,6001381,PDC,45
2680,8,6001381,LIBRE,155
2680,8,6001391,PDC,42
2680,8,6001391,LIBRE,163
2680,8,6001401,PDC,57
2680,8,6001401,LIBRE,154
2680,8,6001411,PDC,34
2680,8,6001411,LIBRE,163
2680,8,6001421,PDC,39
2680,8,6001421,LIBRE,165
2680,100,6001781,PDC,86
2680,100,6001781,LIBRE,114
2680,100,6001791,PDC,79
2680,100,6001791,LIBRE,96
2680,32339,6001861,PDC,123
2680,32339,6001861,LIBRE,87
2680,25714,6001871,PDC,69
2680,25714,6001871,LIBRE,133
2680,25714,6001881,PDC,59
2680,25714,6001881,LIBRE,145
2680,25714,6001891,PDC,50
2680,25714,6001891,LIBRE,160
2680,6,6001941,PDC,76
2680,6,6001941,LIBRE,135
2680,6,6001951,PDC,57
2680,6,6001951,LIBRE,152
2680,6,6001961,PDC,63
2680,6,6001961,LIBRE,139
2680,6,6001971,PDC,59
2680,6,6001971,LIBRE,133
2680,6,6001981,PDC,73
2680,6,6001981,LIBRE,130
2680,6,6001991,PDC,50
2680,6,6001991,LIBRE,151
2680,6,6002001,PDC,58
2680,6,6002001,LIBRE,138
2680,6,6002011,PDC,73
2680,6,6002011,LIBRE,134
2680,6,6002021,PDC,68
2680,6,6002021,LIBRE,137
2680,6,6002031,PDC,61
2680,6,6002031,LIBRE,137
2680,6,6002041,PDC,73
2680,6,6002041,LIBRE,127
2680,6,6002051,PDC,66
2680,6,6002051,LIBRE,134
2680,6,6002061,PDC,14
2680,6,6002061,LIBRE,31
2680,99,6002671,PDC,67
2680,99,6002671,LIBRE,132
2680,99,6002681,PDC,78
2680,99,6002681,LIBRE,122
2680,99,6002691,PDC,120
2680,99,6002691,LIBRE,74
2680,99,6002701,PDC,102
2680,99,6002701,LIBRE,95
2680,99,6002711,PDC,82
2680,99,6002711,LIBRE,106
2680,99,6002721,PDC,81
2680,99,6002721,LIBRE,108
2680,99,6002731,PDC,84
2680,99,6002731,LIBRE,117
2680,99,6002741,PDC,92
2680,99,6002741,LIBRE,107
2680,99,6002751,PDC,82
2680,99,6002751,LIBRE,130
2680,99,6002761,PDC,96
2680,99,6002761,LIBRE,100
2680,99,6002771,PDC,94
2680,99,6002771,LIBRE,98
2680,99,6002781,PDC,79
2680,99,6002781,LIBRE,117
2680,99,6002791,PDC,76
2680,99,6002791,LIBRE,113
2680,99,6002801,PDC,78
2680,99,6002801,LIBRE,80
2680,110,6003801,PDC,55
2680,110,6003801,LIBRE,151
2680,110,6003811,PDC,78
2680,110,6003811,LIBRE,124
2680,110,6003911,PDC,63
2680,110,6003911,LIBRE,137
2680,110,6003921,PDC,47
2680,110,6003921,LIBRE,146
2680,32142,6003991,PDC,60
2680,32142,6003991,LIBRE,142
2680,32142,6004001,PDC,64
2680,32142,6004001,LIBRE,138
2680,32142,6004011,PDC,55
2680,32142,6004011,LIBRE,154
2680,89,6004841,PDC,83
2680,89,6004841,LIBRE,113
2680,89,6004851,PDC,69
2680,89,6004851,LIBRE,134
2680,89,6004881,PDC,87
2680,89,6004881,LIBRE,104
2680,89,6004911,PDC,69
2680,89,6004911,LIBRE,130
2680,89,6004971,PDC,78
2680,89,6004971,LIBRE,121
2680,89,6004981,PDC,22
2680,89,6004981,LIBRE,23
2680,31057,6005611,PDC,55
2680,31057,6005611,LIBRE,148
2680,31057,6005621,PDC,57
2680,31057,6005621,LIBRE,135
2680,31057,6005631,PDC,66
2680,31057,6005631,LIBRE,143
2680,31057,6005641,PDC,67
2680,31057,6005641,LIBRE,130
2680,31057,6005651,PDC,69
2680,31057,6005651,LIBRE,125
2680,31057,6005661,PDC,62
2680,31057,6005661,LIBRE,136
2680,31057,6005671,PDC,69
2680,31057,6005671,LIBRE,144
2680,31057,6005681,PDC,58
2680,31057,6005681,LIBRE,152
2680,31057,6005691,PDC,8
2680,31057,6005691,LIBRE,21
2680,78,6005891,PDC,141
2680,78,6005891,LIBRE,45
2680,78,6005901,PDC,150
2680,78,6005901,LIBRE,48
2680,78,6005911,PDC,144
2680,78,6005911,LIBRE,49
2680,32338,6006311,PDC,8
2680,32338,6006311,LIBRE,28
2680,90,6006481,PDC,44
2680,90,6006481,LIBRE,165
2680,90,6006491,PDC,43
2680,90,6006491,LIBRE,166
2680,90,6006501,PDC,62
2680,90,6006501,LIBRE,152
2680,90,6006511,PDC,47
2680,90,6006511,LIBRE,162
2680,90,6006521,PDC,18
2680,90,6006521,LIBRE,76
2680,83,6006531,PDC,81
2680,83,6006531,LIBRE,120
2680,83,6006541,PDC,78
2680,83,6006541,LIBRE,120
2680,83,6006551,PDC,108
2680,83,6006551,LIBRE,92
2680,83,6006561,PDC,77
2680,83,6006561,LIBRE,103
2680,25710,6006571,PDC,61
2680,25710,6006571,LIBRE,137
2680,25710,6006581,PDC,84
2680,25710,6006581,LIBRE,116
2680,25710,6006591,PDC,81
2680,25710,6006591,LIBRE,123
2680,25710,6006601,PDC,73
2680,25710,6006601,LIBRE,129
2680,25710,6006611,PDC,72
2680,25710,6006611,LIBRE,133
2680,25710,6006621,PDC,70
2680,25710,6006621,LIBRE,123
2680,25710,6006631,PDC,84
2680,25710,6006631,LIBRE,123
2680,25710,6006641,PDC,84
2680,25710,6006641,LIBRE,110
2680,25548,6006651,PDC,59
2680,25548,6006651,LIBRE,140
2680,25548,6006661,PDC,50
2680,25548,6006661,LIBRE,147
2680,25548,6006671,PDC,68
2680,25548,6006671,LIBRE,134
2680,25548,6006681,PDC,66
2680,25548,6006681,LIBRE,134
2680,25548,6006691,PDC,61
2680,25548,6006691,LIBRE,117
2680,112,6006761,PDC,82
2680,112,6006761,LIBRE,130
2680,112,6006771,PDC,83
2680,112,6006771,LIBRE,129
2680,112,6006781,PDC,77
2680,112,6006781,LIBRE,123
2680,112,6006791,PDC,75
2680,112,6006791,LIBRE,139
2680,112,6006801,PDC,78
2680,112,6006801,LIBRE,127
2680,112,6006821,PDC,75
2680,112,6006821,LIBRE,122
2680,112,6006831,PDC,89
2680,112,6006831,LIBRE,119
2680,112,6006841,PDC,82
2680,112,6006841,LIBRE,123
2680,112,6006851,PDC,79
2680,112,6006851,LIBRE,113
2680,112,6006861,PDC,43
2680,112,6006861,LIBRE,79
2680,32414,6006871,PDC,75
2680,32414,6006871,LIBRE,148
2680,87,6006891,PDC,69
2680,87,6006891,LIBRE,136
2680,87,6006901,PDC,52
2680,87,6006901,LIBRE,145
2680,87,6006911,PDC,53
2680,87,6006911,LIBRE,151
2680,87,6006921,PDC,57
2680,87,6006921,LIBRE,146
2680,87,6006931,PDC,77
2680,87,6006931,LIBRE,118
2680,87,6006951,PDC,59
2680,87,6006951,LIBRE,150
2680,87,6006961,PDC,58
2680,87,6006961,LIBRE,148
2680,87,6006971,PDC,58
2680,87,6006971,LIBRE,146
2680,87,6006981,PDC,69
2680,87,6006981,LIBRE,127
2680,87,6006991,PDC,50
2680,87,6006991,LIBRE,158
2680,87,6007011,PDC,60
2680,87,6007011,LIBRE,134
2680,87,6007021,PDC,62
2680,87,6007021,LIBRE,145
2680,87,6007031,PDC,1
2680,87,6007031,LIBRE,25
2680,31061,6007281,PDC,74
2680,31061,6007281,LIBRE,128
2680,31061,6007291,PDC,89
2680,31061,6007291,LIBRE,108
2680,31061,6007301,PDC,80
2680,31061,6007301,LIBRE,124
2680,31061,6007311,PDC,69
2680,31061,6007311,LIBRE,135
2680,31061,6007321,PDC,33
2680,31061,6007321,LIBRE,38
2680,26475,6007691,PDC,150
2680,26475,6007691,LIBRE,50
2680,26475,6007701,PDC,135
2680,26475,6007701,LIBRE,71
2680,26475,6007711,PDC,134
2680,26475,6007711,LIBRE,70
2680,26475,6007721,PDC,124
2680,26475,6007721,LIBRE,57
2680,26475,6007731,PDC,115
2680,26475,6007731,LIBRE,43
2680,26477,6007741,PDC,108
2680,26477,6007741,LIBRE,96
2680,26477,6007751,PDC,109
2680,26477,6007751,LIBRE,90
2680,26477,6007761,PDC,44
2680,26477,6007761,LIBRE,30
2680,84,6007771,PDC,96
2680,84,6007771,LIBRE,105
2680,84,6007781,PDC,84
2680,84,6007781,LIBRE,119
2680,84,6007791,PDC,103
2680,84,6007791,LIBRE,106
2680,84,6007801,PDC,78
2680,84,6007801,LIBRE,135
2680,84,6007811,PDC,62
2680,84,6007811,LIBRE,130
2680,84,6007821,PDC,85
2680,84,6007821,LIBRE,118
2680,84,6007831,PDC,80
2680,84,6007831,LIBRE,128
2680,84,6007841,PDC,98
2680,84,6007841,LIBRE,122
2680,26476,6007851,PDC,114
2680,26476,6007851,LIBRE,92
2680,26476,6007861,PDC,119
2680,26476,6007861,LIBRE,98
2680,26476,6007871,PDC,126
2680,26476,6007871,LIBRE,84
2680,26476,6007881,PDC,124
2680,26476,6007881,LIBRE,96
2680,77,6007891,PDC,94
2680,77,6007891,LIBRE,98
2680,77,6007901,PDC,93
2680,77,6007901,LIBRE,105
2680,77,6007911,PDC,110
2680,77,6007911,LIBRE,91
2680,77,6007921,PDC,89
2680,77,6007921,LIBRE,106
2680,77,6007931,PDC,103
2680,77,6007931,LIBRE,93
2680,77,6007941,PDC,89
2680,77,6007941,LIBRE,97
2680,77,6007951,PDC,110
2680,77,6007951,LIBRE,78
2680,77,6007961,PDC,105
2680,77,6007961,LIBRE,103
2680,77,6007971,PDC,106
2680,77,6007971,LIBRE,94
2680,77,6007981,PDC,114
2680,77,6007981,LIBRE,83
2680,77,6007991,PDC,48
2680,77,6007991,LIBRE,28
2773,12,9000021,PDC,82
2773,12,9000021,LIBRE,113
2773,12,9000031,PDC,112
2773,12,9000031,LIBRE,86
2773,12,9000041,PDC,95
2773,12,9000041,LIBRE,88
2773,12,9000051,PDC,92
2773,12,9000051,LIBRE,109
2773,12,9000061,PDC,101
2773,12,9000061,LIBRE,87
2773,12,9000071,PDC,54
2773,12,9000071,LIBRE,44
2773,26074,9000181,PDC,84
2773,26074,9000181,LIBRE,130
2773,26074,9000191,PDC,72
2773,26074,9000191,LIBRE,98
2773,11,9000251,PDC,97
2773,11,9000251,LIBRE,91
2773,11,9000281,PDC,100
2773,11,9000281,LIBRE,90
2773,11,9000291,PDC,85
2773,11,9000291,LIBRE,112
2773,11,9000301,PDC,92
2773,11,9000301,LIBRE,104
2773,11,9000311,PDC,42
2773,11,9000311,LIBRE,41
2773,25029,9000321,PDC,111
2773,25029,9000321,LIBRE,81
2773,25029,9000341,PDC,130
2773,25029,9000341,LIBRE,59
2773,25029,9000361,PDC,99
2773,25029,9000361,LIBRE,101
2773,25029,9000391,PDC,92
2773,25029,9000391,LIBRE,99
2773,25029,9000401,PDC,123
2773,25029,9000401,LIBRE,63
2773,25029,9000431,PDC,100
2773,25029,9000431,LIBRE,98
2773,25031,9000441,PDC,78
2773,25031,9000441,LIBRE,99
2773,25031,9000451,PDC,102
2773,25031,9000451,LIBRE,103
2773,25031,9000461,PDC,93
2773,25031,9000461,LIBRE,102
2773,25031,9000471,PDC,105
2773,25031,9000471,LIBRE,88
2773,25031,9000501,PDC,105
2773,25031,9000501,LIBRE,93
2773,25032,9000531,PDC,87
2773,25032,9000531,LIBRE,94
2773,25032,9000541,PDC,88
2773,25032,9000541,LIBRE,104
2773,25032,9000551,PDC,122
2773,25032,9000551,LIBRE,66
2773,25032,9000571,PDC,102
2773,25032,9000571,LIBRE,87
2773,25035,9000691,PDC,90
2773,25035,9000691,LIBRE,104
2773,25035,9000701,PDC,90
2773,25035,9000701,LIBRE,101
2773,25035,9000721,PDC,83
2773,25035,9000721,LIBRE,114
2773,25035,9000731,PDC,95
2773,25035,9000731,LIBRE,91
2773,25035,9000741,PDC,98
2773,25035,9000741,LIBRE,96
2773,25035,9000761,PDC,86
2773,25035,9000761,LIBRE,114
2773,25035,9000771,PDC,82
2773,25035,9000771,LIBRE,82
2773,26076,9000781,PDC,116
2773,26076,9000781,LIBRE,88
2773,26076,9000791,PDC,91
2773,26076,9000791,LIBRE,91
2773,5,9000841,PDC,79
2773,5,9000841,LIBRE,100
2773,5,9000851,PDC,68
2773,5,9000851,LIBRE,107
2773,5,9000861,PDC,72
2773,5,9000861,LIBRE,109
2773,5,9000871,PDC,31
2773,5,9000871,LIBRE,48
2773,25036,9001171,PDC,62
2773,25036,9001171,LIBRE,124
2773,25036,9001181,PDC,110
2773,25036,9001181,LIBRE,89
2773,25036,9001191,PDC,53
2773,25036,9001191,LIBRE,126
2773,25042,9001221,PDC,56
2773,25042,9001221,LIBRE,137
2773,25042,9001231,PDC,39
2773,25042,9001231,LIBRE,91
2773,25033,9001331,PDC,55
2773,25033,9001331,LIBRE,123
2773,25033,9001361,PDC,53
2773,25033,9001361,LIBRE,138
2773,26077,9001761,PDC,102
2773,26077,9001761,LIBRE,75
2773,26078,9001781,PDC,105
2773,26078,9001781,LIBRE,54
2773,26078,9001791,PDC,96
2773,26078,9001791,LIBRE,58
2773,26078,9001801,PDC,60
2773,26078,9001801,LIBRE,58
